gene,p_value,coefficients,variance_explained
Lum,0.982195941882034,"[-0.01547203 -0.00595901  0.00826655 -0.00435807 -0.01084814  0.02837069
 -0.99191801]","OrderedDict([('explained_deviance', 3.3683618659852144e-06), ('McFadden', 0.9999964422037693), ('McFadden_adj', 8.882144528765679e-07)])"
Atp2b1,0.9983958394327566,"[-1.71882810e-03  1.04196167e-03  4.25201107e-03  2.40148475e-03
  1.59134760e-04 -6.13576909e-03 -9.92474947e-01]","OrderedDict([('explained_deviance', 1.508863827326401e-06), ('McFadden', 0.9999984213195177), ('McFadden_adj', -1.1152318957208252e-06)])"
Gm48768,0.9852439209620993,"[ 0.01444334  0.00606567 -0.00540245  0.01530366  0.01637504 -0.04678528
 -1.01080873]","OrderedDict([('explained_deviance', 2.2947534020767435e-06), ('McFadden', 0.9999977158045268), ('McFadden_adj', -3.495647329376794e-07)])"
Poc1b,0.8160712540022403,"[-0.03565564 -0.01342901  0.01674804 -0.03211827 -0.03664833  0.10110321
 -0.95227716]","OrderedDict([('explained_deviance', 9.752802123563775e-06), ('McFadden', 0.9999905653077897), ('McFadden_adj', 6.627834022721046e-06)])"
Galnt4,0.8971472648817796,"[ 0.04370435  0.01677798 -0.02180115  0.02504874  0.03098072 -0.09471064
 -0.98266166]","OrderedDict([('explained_deviance', 5.506468404137266e-06), ('McFadden', 0.9999960519882677), ('McFadden_adj', 1.1502648356032097e-06)])"
Dusp6,0.9871665287367309,"[-0.02547453 -0.00835501  0.015104   -0.01519826 -0.01610585  0.05002964
 -0.97242618]","OrderedDict([('explained_deviance', 1.4779411511289808e-06), ('McFadden', 0.9999990854534899), ('McFadden_adj', -1.8338616678548192e-06)])"
Kitl,0.9781387644674843,"[-0.02438471 -0.00803269  0.01470894 -0.01215498 -0.01712262  0.04698606
 -1.00385606]","OrderedDict([('explained_deviance', 3.4150288243939286e-06), ('McFadden', 0.9999969447349344), ('McFadden_adj', 4.5106291901575446e-07)])"
Tmtc3,0.9791083489481549,"[ 0.0192822   0.00674877 -0.01136794  0.00631662  0.01428101 -0.03526066
 -0.98378313]","OrderedDict([('explained_deviance', 4.9369369273799535e-06), ('McFadden', 0.9999950618073121), ('McFadden_adj', 2.184854660858271e-06)])"
Cep290,0.9637552028424154,"[-0.01376001 -0.00632935  0.0055448  -0.00399079 -0.00862579  0.02716113
 -0.96427325]","OrderedDict([('explained_deviance', 2.9916138248875512e-06), ('McFadden', 0.999996462259198), ('McFadden_adj', 7.330394935500806e-07)])"
4930430F08Rik,0.8684157399895633,"[-0.00780704 -0.00348558  0.00156988 -0.01602845 -0.01508376  0.04083494
 -0.94692821]","OrderedDict([('explained_deviance', 7.913127612391158e-06), ('McFadden', 0.9999905661331275), ('McFadden_adj', 6.560101230457249e-06)])"
Gm47956,0.9901705291206321,"[-5.97688114e-04  6.06582896e-04  1.04998404e-03 -5.85257071e-03
 -6.10153951e-03  1.08952265e-02 -9.87034730e-01]","OrderedDict([('explained_deviance', 4.192696905880311e-06), ('McFadden', 0.9999945464325466), ('McFadden_adj', 2.7479128082985582e-06)])"
Mgat4c,0.8064482704130869,"[ 0.037506    0.01623994 -0.01324445  0.03913088  0.03520052 -0.11483289
 -1.02157583]","OrderedDict([('explained_deviance', 1.0571829256345033e-05), ('McFadden', 0.9999916968264229), ('McFadden_adj', 5.669666834129394e-06)])"
Gm47033,0.9580109207109481,"[ 0.01531555  0.00696595 -0.00461776  0.01766544  0.01919881 -0.054528
 -0.96347457]","OrderedDict([('explained_deviance', 3.4965833066724628e-06), ('McFadden', 0.9999964448116161), ('McFadden_adj', 6.822990415988883e-07)])"
Nts,0.999865306915394,"[ 0.01493553  0.00513405 -0.00839311  0.00932595  0.0099043  -0.03090672
 -0.94392716]","OrderedDict([('explained_deviance', 4.2739273198311167e-07), ('McFadden', 0.9999997856393211), ('McFadden_adj', -2.73203165690461e-06)])"
Rassf9,0.9002250933868904,"[ 0.01905377  0.00527043 -0.01404845  0.00315469  0.00578988 -0.01922033
 -0.96514387]","OrderedDict([('explained_deviance', 6.276266868776581e-06), ('McFadden', 0.9999928369065725), ('McFadden_adj', 4.337783557240016e-06)])"
Lrriq1,0.9945332642170842,"[-0.0319084  -0.01231891  0.01520241 -0.02295709 -0.02789368  0.07987566
 -1.01307876]","OrderedDict([('explained_deviance', 2.9238304121159686e-06), ('McFadden', 0.999998395526096), ('McFadden_adj', -9.27533920114243e-07)])"
Slc6a15,0.9767122314173915,"[ 0.02747943  0.01025052 -0.0146198   0.01267427  0.01679452 -0.05257894
 -1.02032691]","OrderedDict([('explained_deviance', 4.125285443357107e-06), ('McFadden', 0.9999958352417765), ('McFadden_adj', 1.5736555222245485e-06)])"
Tmtc2,0.8365642118003627,"[ 0.02329653  0.00685198 -0.01619389  0.00596109  0.00621584 -0.02613155
 -0.95539887]","OrderedDict([('explained_deviance', 7.164518828428612e-06), ('McFadden', 0.9999914991383982), ('McFadden_adj', 5.617008644098753e-06)])"
Gm15663,0.9878684822262176,"[-0.01379233 -0.00448036  0.00875654 -0.00424801 -0.00286782  0.01663198
 -0.96618626]","OrderedDict([('explained_deviance', 2.8149868496196717e-06), ('McFadden', 0.9999964640007004), ('McFadden_adj', 7.25315790761627e-07)])"
Mettl25,0.7221574371486883,"[ 0.04239863  0.01660758 -0.02082948  0.02222514  0.02277273 -0.0831746
 -0.98504844]","OrderedDict([('explained_deviance', 9.805278359809044e-06), ('McFadden', 0.9999893799626575), ('McFadden_adj', 7.845044682985858e-06)])"
Ccdc59,0.9999540447406163,"[-0.01102679 -0.00407889  0.00541988 -0.00901087 -0.00726333  0.02595999
 -0.9547697 ]","OrderedDict([('explained_deviance', 2.9684286118047964e-07), ('McFadden', 0.9999998701471107), ('McFadden_adj', -2.726054371349207e-06)])"
Ppfia2,0.9734428363810176,"[-4.90624627e-03  1.35466711e-04  5.36295388e-03 -7.38152826e-03
 -1.00683483e-03  7.79618404e-03 -9.49999671e-01]","OrderedDict([('explained_deviance', 1.2830331599378297e-06), ('McFadden', 0.9999985274406341), ('McFadden_adj', -1.4158791410423532e-06)])"
Acss3,0.9828403848859824,"[ 9.11133015e-03  3.66502239e-03 -4.65218691e-03  2.04038501e-03
 -8.11221714e-04 -9.35333402e-03 -1.03177754e+00]","OrderedDict([('explained_deviance', 4.13310645097642e-06), ('McFadden', 0.9999945558639286), ('McFadden_adj', 2.9433451705918046e-06)])"
Lin7a,0.967615298209775,"[ 0.01379667  0.00823657 -0.00142003  0.01059969  0.00861717 -0.03983007
 -1.01453711]","OrderedDict([('explained_deviance', 5.422343815730812e-06), ('McFadden', 0.9999938366380984), ('McFadden_adj', 3.552784433979994e-06)])"
Ppp1r12a,0.9755823157336855,"[-0.00339629 -0.00277012 -0.00134619 -0.0058704  -0.01126897  0.02465196
 -0.94646123]","OrderedDict([('explained_deviance', 1.7815510418017766e-06), ('McFadden', 0.9999978725074562), ('McFadden_adj', -7.636807315414273e-07)])"
Syt1,0.5016635322526283,"[-0.05333258 -0.02028887  0.02786462 -0.0232261  -0.03201065  0.10099358
 -0.9636143 ]","OrderedDict([('explained_deviance', 1.834532277189549e-05), ('McFadden', 0.9999807096906779), ('McFadden_adj', 1.6522761847603817e-05)])"
Nav3,0.9302327126891825,"[-0.01460676 -0.00380914  0.00962056 -0.01461732 -0.01835385  0.04176651
 -0.97055334]","OrderedDict([('explained_deviance', 8.79877560422404e-06), ('McFadden', 0.9999893632366554), ('McFadden_adj', 7.874681256292426e-06)])"
Csrp2,0.9513486609852397,"[ 0.02208189  0.00961355 -0.00911317  0.01217445  0.02184109 -0.05659781
 -1.02231748]","OrderedDict([('explained_deviance', 3.166384606179129e-06), ('McFadden', 0.9999973874245628), ('McFadden_adj', 2.5152645632964266e-08)])"
Zdhhc17,0.9815432266687492,"[ 0.017788    0.00721624 -0.00835644  0.00888207  0.00558071 -0.03111058
 -0.95986857]","OrderedDict([('explained_deviance', 4.856547421772106e-06), ('McFadden', 0.9999940706971377), ('McFadden_adj', 3.0686174804506194e-06)])"
Osbpl8,0.9921967148747024,"[-0.01161873 -0.00453094  0.00506171 -0.01147891 -0.01457361  0.03714048
 -0.99822096]","OrderedDict([('explained_deviance', 2.368426283094749e-06), ('McFadden', 0.9999973465198357), ('McFadden_adj', 2.383085628832049e-08)])"
Bbs10,0.840736667362775,"[-0.01691045 -0.00605085  0.01024771 -0.00153978 -0.00758792  0.02184127
 -0.98424556]","OrderedDict([('explained_deviance', 7.040931776725046e-06), ('McFadden', 0.9999918325594788), ('McFadden_adj', 5.445694645778154e-06)])"
Nap1l1,0.5739102902165762,"[ 0.00754415  0.0012873  -0.00854295 -0.01117916 -0.00623262  0.01712328
 -0.96919009]","OrderedDict([('explained_deviance', 1.5958199893528757e-05), ('McFadden', 0.9999809305000875), ('McFadden_adj', 1.628794292352076e-05)])"
Phlda1,0.9893502775068319,"[ 0.01966691  0.00820403 -0.00799114  0.01664779  0.02038425 -0.05691184
 -1.0212352 ]","OrderedDict([('explained_deviance', 1.8794577797409673e-06), ('McFadden', 0.9999985679884192), ('McFadden_adj', -1.1593393713926758e-06)])"
Krr1,0.9747064902700441,"[-0.01248798 -0.00375663  0.00845368 -0.00399259 -0.01513772  0.02692124
 -0.97900905]","OrderedDict([('explained_deviance', 8.23789220893989e-06), ('McFadden', 0.999991275440494), ('McFadden_adj', 5.988621879393641e-06)])"
Kcnc2,0.998391877988172,"[-0.01146314 -0.00396639  0.00604731 -0.00991001 -0.01089559  0.03018783
 -0.96278079]","OrderedDict([('explained_deviance', 9.424700782023621e-07), ('McFadden', 0.999999077935046), ('McFadden_adj', -1.8953435039215094e-06)])"
Atxn7l3b,0.7771742612483606,"[ 0.01167584  0.00468655 -0.00672679 -0.00313965  0.00100663 -0.00750259
 -0.99687996]","OrderedDict([('explained_deviance', 9.51395219261908e-06), ('McFadden', 0.999988004991348), ('McFadden_adj', 9.330342786162404e-06)])"
Trhde,0.9896730152088227,"[-0.02376721 -0.00664727  0.01601573 -0.01480182 -0.01995211  0.04915269
 -0.979662  ]","OrderedDict([('explained_deviance', 6.190031123898265e-06), ('McFadden', 0.9999936424511671), ('McFadden_adj', 3.6432548062848014e-06)])"
Tph2,0.9849207957262518,"[ 4.24740328e-03 -3.76546081e-04 -6.53145124e-03 -4.75785384e-03
 -8.25687595e-04  8.24413068e-03 -9.67485870e-01]","OrderedDict([('explained_deviance', 3.8146894827395528e-06), ('McFadden', 0.9999959871115316), ('McFadden_adj', 1.2135266430624014e-06)])"
Tbc1d15,0.9314938620608223,"[ 0.04319274  0.01487945 -0.02467699  0.02341362  0.02931738 -0.08612619
 -0.99691235]","OrderedDict([('explained_deviance', 6.759859897509379e-06), ('McFadden', 0.9999946458242837), ('McFadden_adj', 2.631101562178273e-06)])"
Rab21,0.5840716479306721,"[ 0.0339924   0.012899   -0.0183551   0.01051689  0.01183871 -0.0508919
 -0.93268768]","OrderedDict([('explained_deviance', 1.77794049325275e-05), ('McFadden', 0.9999783036914478), ('McFadden_adj', 1.868756183798226e-05)])"
Tmem19,0.9708811521105538,"[ 0.0228858   0.00942229 -0.01054565  0.01126493  0.01453492 -0.04756229
 -0.98607879]","OrderedDict([('explained_deviance', 2.923024482015535e-06), ('McFadden', 0.9999969531257952), ('McFadden_adj', 2.923298511037231e-07)])"
Thap2,0.996511699235705,"[ 0.01143175  0.00535687 -0.0036219   0.00969269  0.01272096 -0.03558037
 -1.02178841]","OrderedDict([('explained_deviance', 5.282538660944525e-07), ('McFadden', 0.999999694945896), ('McFadden_adj', -2.266190316291272e-06)])"
Zfc3h1,0.7431189181950917,"[ 0.00151783  0.00295961  0.00213165 -0.0088411  -0.00500907  0.00724107
 -0.97211462]","OrderedDict([('explained_deviance', 1.1584622173432813e-05), ('McFadden', 0.9999850049019052), ('McFadden_adj', 1.2219344391550813e-05)])"
Lgr5,0.9961825989341946,"[-4.74879629e-03 -2.75044260e-03  4.12238756e-05 -8.28334910e-03
 -5.39255251e-03  2.11339118e-02 -9.65010931e-01]","OrderedDict([('explained_deviance', 1.538005986456703e-06), ('McFadden', 0.9999984923339422), ('McFadden_adj', -1.29706254403672e-06)])"
A930009A15Rik,0.9988717429863732,"[ 0.01318949  0.00337588 -0.00924193  0.00969931  0.01220035 -0.02922311
 -0.99222316]","OrderedDict([('explained_deviance', 2.9213523639048944e-06), ('McFadden', 0.9999967237067858), ('McFadden_adj', 5.607088513492897e-07)])"
Ptprr,0.9860353603906445,"[-0.0219085  -0.00780164  0.01106194 -0.0197368  -0.01671663  0.05510163
 -0.96232348]","OrderedDict([('explained_deviance', 1.7353080120630082e-06), ('McFadden', 0.9999988736267976), ('McFadden_adj', -1.6713278072622018e-06)])"
Ptprb,0.889246492249282,"[-1.73630697e-04 -9.66282425e-04 -4.15508145e-04  8.18872061e-03
  4.65379180e-03 -1.12870961e-02 -1.00675444e+00]","OrderedDict([('explained_deviance', 5.568382514198333e-06), ('McFadden', 0.9999929004778683), ('McFadden_adj', 4.460204879652707e-06)])"
Kcnmb4,0.9998310917746511,"[-0.00458788 -0.00113645  0.00321083 -0.00392731 -0.00531424  0.01175504
 -1.01730838]","OrderedDict([('explained_deviance', 7.436413012040788e-07), ('McFadden', 0.9999991094899106), ('McFadden_adj', -1.671313052620249e-06)])"
Kcnmb4os2,0.8526940451375202,"[ 0.03240342  0.01154721 -0.01810933  0.01542738  0.01570622 -0.0569749
 -1.00132409]","OrderedDict([('explained_deviance', 5.739023040574054e-06), ('McFadden', 0.9999936980268801), ('McFadden_adj', 3.6167887436100443e-06)])"
Cnot2,0.9962832873826204,"[-0.01827742 -0.00622335  0.0096485  -0.01705087 -0.01366248  0.04556562
 -0.95147692]","OrderedDict([('explained_deviance', 1.5061540036276355e-06), ('McFadden', 0.9999988612649003), ('McFadden_adj', -1.7168094421649016e-06)])"
5330438D12Rik,0.9775549930959336,"[ 2.33090108e-03  2.97596809e-04 -1.39086629e-03  7.66474176e-03
  5.82621728e-03 -1.47285957e-02 -1.00462807e+00]","OrderedDict([('explained_deviance', 3.1264329787283884e-06), ('McFadden', 0.9999960283289488), ('McFadden_adj', 1.329991947573994e-06)])"
Rab3ip,0.9545772487318156,"[-0.02028566 -0.00817981  0.00983598 -0.00843852 -0.00715835  0.03422636
 -0.97271565]","OrderedDict([('explained_deviance', 5.97636973354021e-06), ('McFadden', 0.9999925257670202), ('McFadden_adj', 4.7099455235954935e-06)])"
4933412E12Rik,0.9692504956214546,"[-0.02469803 -0.00961931  0.01231178 -0.01240684 -0.0203315   0.05474389
 -0.99592023]","OrderedDict([('explained_deviance', 3.6715772576689787e-06), ('McFadden', 0.9999968026990305), ('McFadden_adj', 5.5635697049361e-07)])"
Cct2,0.9803248714745441,"[ 0.01409125  0.00508897 -0.00823085  0.0031349   0.01299881 -0.02708309
 -0.92297815]","OrderedDict([('explained_deviance', 5.3513034281582605e-06), ('McFadden', 0.9999947018646047), ('McFadden_adj', 2.2458799223690207e-06)])"
Frs2,0.9372087602821352,"[-0.03908692 -0.01459565  0.0201592  -0.02280061 -0.02796912  0.08429311
 -1.01656716]","OrderedDict([('explained_deviance', 4.301901818659637e-06), ('McFadden', 0.9999971145230548), ('McFadden_adj', 3.611076543341696e-07)])"
Yeats4,0.9998213784897548,"[-6.24593752e-03 -7.69753227e-04  6.01541649e-03 -3.03858996e-03
 -4.05261087e-03  8.09147020e-03 -9.82186691e-01]","OrderedDict([('explained_deviance', 1.0045517127021952e-06), ('McFadden', 0.9999988948099438), ('McFadden_adj', -1.6255049131164157e-06)])"
Lyz2,0.7629448720416105,"[ 0.01917202  0.00601335 -0.01029657  0.0235587   0.02226349 -0.06071099
 -1.0049198 ]","OrderedDict([('explained_deviance', 1.1014841944212428e-05), ('McFadden', 0.9999868477972188), ('McFadden_adj', 1.0468221528614485e-05)])"
Cpsf6,0.9995237288356225,"[-4.70969107e-03 -1.78391778e-03  2.64878854e-03 -7.12225344e-04
 -3.75441512e-03  8.31145558e-03 -1.04580176e+00]","OrderedDict([('explained_deviance', 5.730218860522385e-07), ('McFadden', 0.9999993927175851), ('McFadden_adj', -1.823203642947746e-06)])"
Cpm,0.9694076739463325,"[-0.01417872 -0.0060727   0.00464108 -0.01857733 -0.01760504  0.05179271
 -0.99536245]","OrderedDict([('explained_deviance', 4.942511075634037e-06), ('McFadden', 0.9999946238979512), ('McFadden_adj', 2.7411811244215656e-06)])"
Mdm2,0.9996409139997148,"[ 8.72934637e-04 -6.85698484e-04 -2.17423972e-03  7.44496523e-04
 -2.09853103e-03  3.34103306e-03 -1.00814118e+00]","OrderedDict([('explained_deviance', 2.8932478635113057e-08), ('McFadden', 0.9999999746791877), ('McFadden_adj', -2.5840034298951764e-06)])"
Slc35e3,0.9939378184522072,"[ 0.02338079  0.0086128  -0.01253137  0.01155266  0.01537523 -0.04639012
 -1.01757055]","OrderedDict([('explained_deviance', 2.4780198931706465e-06), ('McFadden', 0.9999977362709551), ('McFadden_adj', -3.378285704513928e-07)])"
Nup107,0.8705044788246774,"[ 0.00353255  0.0049828   0.00590331  0.01260089  0.00628043 -0.03329998
 -1.02294474]","OrderedDict([('explained_deviance', 9.21925300134685e-06), ('McFadden', 0.9999905926929706), ('McFadden_adj', 6.834718894621616e-06)])"
Rap1b,0.9973383252503734,"[ 0.01577013  0.0047919  -0.01012061  0.0085615   0.00987798 -0.0288809
 -0.99411927]","OrderedDict([('explained_deviance', 9.514320413739341e-07), ('McFadden', 0.9999992192968147), ('McFadden_adj', -1.918374216813845e-06)])"
Mdm1,0.9983498869090892,"[ 0.01283076  0.00550046 -0.00536406  0.00765487  0.00967352 -0.03029556
 -0.98661357]","OrderedDict([('explained_deviance', 5.047287582327087e-07), ('McFadden', 0.9999996249354541), ('McFadden_adj', -2.3663486745650886e-06)])"
Il22b,0.979621584496823,"[ 0.00932514  0.00328902 -0.00600586 -0.00128565  0.00195684 -0.0072795
 -0.99247904]","OrderedDict([('explained_deviance', 4.047062257428458e-06), ('McFadden', 0.9999950607748413), ('McFadden_adj', 2.254962268577465e-06)])"
Dyrk2,0.9961128291957962,"[ 0.01860136  0.00853123 -0.00671337  0.01180526  0.01273541 -0.0449599
 -1.00106095]","OrderedDict([('explained_deviance', 1.8096925277211184e-06), ('McFadden', 0.9999982382961607), ('McFadden_adj', -9.105771736628299e-07)])"
Cand1,0.964801931911045,"[-0.01488608 -0.00659308  0.00453711 -0.01917584 -0.01826487  0.05438274
 -0.97491591]","OrderedDict([('explained_deviance', 4.825649485673544e-06), ('McFadden', 0.9999949209315816), ('McFadden_adj', 2.350509902826481e-06)])"
Gm56994,0.9935185407331155,"[ 0.00575491  0.00221898 -0.00251952  0.00599134  0.01141146 -0.02285718
 -0.98209986]","OrderedDict([('explained_deviance', 3.131128169520103e-06), ('McFadden', 0.9999962381991234), ('McFadden_adj', 9.968271493798753e-07)])"
Grip1,0.9823176955451789,"[ 6.49318126e-03  2.43345314e-03 -4.16638646e-03 -2.73975962e-03
 -1.42030550e-03 -6.00187689e-04 -9.77953278e-01]","OrderedDict([('explained_deviance', 4.214640168087591e-06), ('McFadden', 0.9999946257799408), ('McFadden_adj', 2.6237565489140025e-06)])"
Helb,0.919321744389383,"[ 0.03498878  0.01463011 -0.01384827  0.03200235  0.03663838 -0.10441136
 -0.98740202]","OrderedDict([('explained_deviance', 6.9026873164013125e-06), ('McFadden', 0.9999943561517505), ('McFadden_adj', 2.852674341857764e-06)])"
Irak3,0.999660047178529,"[ 5.22423155e-03  7.76511170e-04 -4.54314823e-03  4.57812333e-03
  6.31788447e-03 -1.23536071e-02 -9.78466055e-01]","OrderedDict([('explained_deviance', 1.8215138589683377e-06), ('McFadden', 0.9999977910019441), ('McFadden_adj', -5.599732078032105e-07)])"
Tmbim4,0.9985034536962778,"[ 0.02661514  0.00988729 -0.01368843  0.01651997  0.01955696 -0.05889094
 -0.96105474]","OrderedDict([('explained_deviance', 1.6114640711828443e-06), ('McFadden', 0.9999991276595332), ('McFadden_adj', -2.00207123879359e-06)])"
Llph,0.6561131403658093,"[-0.03315597 -0.00983422  0.02262947 -0.01076848 -0.01996073  0.05108993
 -1.02925676]","OrderedDict([('explained_deviance', 1.3287651980720128e-05), ('McFadden', 0.999986369612617), ('McFadden_adj', 1.1143883241970798e-05)])"
Msrb3,0.9970951883864438,"[ 0.01422314  0.00725206 -0.00318762  0.01429622  0.01144503 -0.04402884
 -1.0056438 ]","OrderedDict([('explained_deviance', 2.5237514017506513e-06), ('McFadden', 0.9999978138278515), ('McFadden_adj', -4.768886223693869e-07)])"
Lemd3,0.9883974319911359,"[-0.01095456 -0.00409216  0.00590037 -0.00448829 -0.01179011  0.02542475
 -1.01725761]","OrderedDict([('explained_deviance', 2.6454843566892094e-06), ('McFadden', 0.9999973201246012), ('McFadden_adj', 1.1823738677030349e-07)])"
